,abstract_id,line_id,abstract_text,line_number,total_lines,current_line,target
1035,34248472,34248472_20_28,"On the training set, 15 genes turned out to be differentially expressed: 8-year disease-free survival (DFS) was 51 and 91% in the high- and low-risk group (p < 0.001), respectively.",20,28,20_28,RESULTS:
1036,19820870,19820870_5_16,to the surgical technique of mastectomy have been proposed with the objective of minimizing injuries to the pectoral nerves and their effects.,5,16,5_16,OBJECTIVE:
1037,19820870,19820870_8_16,"The women were allocated to a group, in which the MPN was preserved, or to another group in which it was sectioned.",8,16,8_16,METHODS:
1038,19820870,19820870_10_16,"In the MPN preserved group, 81% of the women did not lose any PMM strength, compared with 31% in the sectioned MPN group (confidence interval, CI = 1.21; relative risk, RR = 2.14; P < 0.03).",10,16,10_16,RESULTS:
1039,19820870,19820870_12_16,"Preservation of the MPN was significantly associated with maintenance of PMM strength, compared with nerve sectioning.",12,16,12_16,CONCLUSIONS:
1040,16829768,16829768_6_19,internal mammary lymph nodes have an important prognostic value in breast cancer.,6,19,6_19,OBJECTIVE:
1041,16829768,16829768_11_19,From February 1997 to August 2001 a total of 682 eligible breast cancer patients underwent sentinel lymph node mapping.,11,19,11_19,METHODS:
1042,16829768,16829768_14_19,Patient characteristics showed no statistically significant difference between both groups for age and location of the tumour.,14,19,14_19,RESULTS:
1043,21208101,21208101_12_25,"Triple-negative breast cancers have inherent defects in DNA repair, making this cancer a rational target for therapy based on poly(adenosine diphosphate-ribose) polymerase (PARP) inhibition.",12,25,12_25,BACKGROUND:
1044,21208101,21208101_13_25,"We conducted an open-label, phase 2 study to compare the efficacy and safety of gemcitabine and carboplatin with or without iniparib, a small molecule with PARP-inhibitory activity, in patients with metastatic triple-negative breast cancer.",13,25,13_25,METHODS:
1045,21208101,21208101_17_25,The addition of iniparib to gemcitabine and carboplatin improved the rate of clinical benefit from 34% to 56% (P=0.01) and the rate of overall response from 32% to 52% (P=0.02).,17,25,17_25,RESULTS:
1046,21208101,21208101_21_25,The addition of iniparib to chemotherapy improved the clinical benefit and survival of patients with metastatic triple-negative breast cancer without significantly increased toxic effects.,21,25,21_25,CONCLUSIONS:
1047,33164899,33164899_12_32,"prognostic prediction models for breast cancer, such as Adjuvant!",12,32,12_32,BACKGROUND:
1048,33164899,33164899_15_32,"We aimed to develop an advanced breast cancer prognosis model for disease progression, cancer-specific mortality, and all-cause mortality by integrating tumor, demographic, and treatment characteristics from a large breast cancer cohort in China.",15,32,15_32,OBJECTIVE:
1049,33164899,33164899_16_32,"This study was approved by the Clinical Test and Biomedical Ethics Committee of West China Hospital, Sichuan University on May 17, 2012.",16,32,16_32,METHODS:
1050,33164899,33164899_22_32,"The training, test, and validation sets comprised 3276 (499 progressions, 202 breast cancer-specific deaths, and 261 all-cause deaths within 5-year follow-up), 1405 (211 progressions, 94 breast cancer-specific deaths, and 129 all-cause deaths), and 612 (109 progressions, 33 breast cancer-specific deaths, and 37 all-cause deaths) women, respectively.",22,32,22_32,RESULTS:
1051,33164899,33164899_27_32,Our prognostic model exhibits high discrimination and good calibration.,27,32,27_32,CONCLUSIONS:
1052,25831024,25831024_7_15,To evaluate the utility of diffusion-weighted-imaging (DWI) and apparent-diffusion-coefficient (ADC) in a 3T magnetic-resonance-imaging (MRI) study of breast cancer.,7,15,7_15,OBJECTIVE:
1053,25831024,25831024_9_15,110 Breast MRI with MRI-DWI sequences and quantitative evaluation of the ADC were retrospectively reviewed.,9,15,9_15,METHODS:
1054,25831024,25831024_11_15,MRI showed a 95.5% sensitivity and a 83.7% specificity.,11,15,11_15,RESULTS:
1055,33660801,33660801_8_24,"Over-expression of COX-2 has been linked with various molecular signaling such as carcinogenesis, invasiveness, and malignant tumour metastasis.",8,24,8_24,OBJECTIVE:
1056,33660801,33660801_11_24,"investigation, we treated MDA-MB-231 cancer cells with different concentrations of curcumin and celecoxib.",11,24,11_24,METHODS:
1057,33660801,33660801_16_24,The result of the physicochemical and ADMET/pharmacokinetic properties showed that these two drugs have good oral and optically bioavailable absorption.,16,24,16_24,RESULTS:
1058,33660801,33660801_21_24,"Our findings show the prominent anti-proliferative effects of celecoxib and/or curcumin on MDA-MB-231 cells, providing a rationale for further detailed preclinical and potential clinical studies of this combination for breast cancer therapy.",21,24,21_24,CONCLUSIONS:
1059,32160201,32160201_11_27,"To evaluate the change in adjuvant therapeutic decision in a cohort of young women with breast cancer discussed by a multidisciplinary team, before and after EndoPredict testing.",11,27,11_27,OBJECTIVE:
1060,32160201,32160201_12_27,"women with hormone receptor-positive, HER2-negative, T1-T2, and N0-N1 breast cancer were included.",12,27,12_27,METHODS:
1061,32160201,32160201_17_27,Median age at diagnosis was 43 years.,17,27,17_27,RESULTS:
1062,29515635,29515635_12_26,"reports, a serine protease inhibitor (Maspin) suppresses metastasis, invasion and angiogenesis in breast and prostate cancers.",12,26,12_26,OBJECTIVE:
1063,29515635,29515635_15_26,"The human MCF-7 breast cancer cell line was cultured in Dulbecco's Modified Eagle's Medium (DMEM) and treated with different concentrations of silibinin (100-600 μg/mL) for 24, 48 and 72 hours.",15,26,15_26,METHODS:
1064,29515635,29515635_19_26,The maximum inhibitory effect of silibinin on cell viability was observed at 600 μg/mL after 72-hour incubation (p = 0.001).,19,26,19_26,RESULTS:
1065,29515635,29515635_22_26,Silibinin reduces both maspin and ERα gene expression in MCF-7 cell line.,22,26,22_26,CONCLUSIONS:
1066,29615384,29615384_11_34,"The content that cancer patients and their relatives (ie, posters) share in online cancer communities has been researched in various ways.",11,34,11_34,BACKGROUND:
1067,29615384,29615384_14_34,The aim of this study was to systematically review all relevant literature that analyzes user-generated content shared within online cancer communities.,14,34,14_34,OBJECTIVE:
1068,29615384,29615384_16_34,"A computerized literature search was performed via PubMed (MEDLINE), PsycINFO (5 and 4 stars), Cochrane Central Register of Controlled Trials, and ScienceDirect.",16,34,16_34,METHODS:
1069,29615384,29615384_20_34,The methodological quality of the selected studies varied: 16 were of high quality and 11 were of adequate quality.,20,34,20_34,RESULTS:
1070,29615384,29615384_28_34,"In the future, increasing amounts of user-generated content will become available on the internet.",28,34,28_34,CONCLUSIONS:
1071,36206661,36206661_10_27,"A thorough examination of PLKs in breast cancer, including their expression and prognosis.",10,27,10_27,OBJECTIVE:
1072,36206661,36206661_11_27,"With the help of the Oncomine database, the transcript levels of PLKs in breast cancer were examined.",11,27,11_27,METHODS:
1073,36206661,36206661_15_27,"According to Oncomine data, PLK1 and PLK4 mRNA expression levels were dramatically elevated in breast cancer patients while PLK2 and PLK5P levels were significantly downregulated.",15,27,15_27,RESULTS:
1074,30714947,30714947_20_39,Personal narratives have been seen as a useful way of communicating about cancer treatment options and providing recovery information.,20,39,20_39,BACKGROUND:
1075,30714947,30714947_24_39,"We aimed to describe the developmental process of creating an animated comic as a Web-based surgery decision-making tool; the comic was aimed at illustrating the feelings, thoughts, and meanings when a patient suffers from breast cancer.",24,39,24_39,OBJECTIVE:
1076,30714947,30714947_26_39,"Using cycles of planning, action, evaluation, and reflection, which involved collaborative work, action research was conducted to develop a Web-based animated comic.",26,39,26_39,METHODS:
1077,30714947,30714947_28_39,"The comic was produced and showcased on the website ""The Network of Making-decision Aids for Breast Cancer Surgery""; the comic was accompanied by soft music and audio explanations.",28,39,28_39,RESULTS:
1078,30714947,30714947_32_39,"Using action research, this study illustrated that the comic that sheds light on issues of feelings, emotions, and thoughts that are present when a woman is diagnosed with breast cancer and provides a communication medium to explain the steps in the process.",32,39,32_39,CONCLUSIONS:
1079,15973138,15973138_6_24,"aim of this study was to investigate the feasibility and the precision of magnetic resonance (MR)-guided large-core breast biopsies (LCBB) by using the second prototype of an automatic system (ROBITOM II), which is used to localize lesions while operating at the isocenter of a 1.5-T whole-body scanner.",6,24,6_24,OBJECTIVE:
1080,15973138,15973138_12_24,"In all 25 in vitro experiments, capsule material was detected in the specimen cylinder.",12,24,12_24,RESULTS:
1081,15973138,15973138_20_24,"In this pilot patient study, the feasibility of manipulator-assisted large-core breast biopsy inside a 1.5-T whole-body scanner was demonstrated by using ROBITOM II.",20,24,20_24,CONCLUSIONS:
1082,20525352,20525352_5_21,presenting with brain metastases (BM) from breast cancer (BC) are treated in our institution with a carmustine (BCNU)--methotrexate (MTX) combination.,5,21,5_21,BACKGROUND:
1083,20525352,20525352_7_21,treated by a combination of BCNU 100 mg/m(2) on day 1 and MTX 600 mg/m(2) on day 1 and 15 of a 28 day cycle.,7,21,7_21,METHODS:
1084,20525352,20525352_9_21,50 patients were treated between 1999 and 2007.,9,21,9_21,RESULTS:
1085,24658320,24658320_6_15,The transcription factor Stat1 is a member of the family of signal transducers and transcription activators and responds to interferon-γ stimulation.,6,15,6_15,OBJECTIVE:
1086,24658320,24658320_9_15,A total of 100 pancreatic adenocarcinoma tissue specimens were used for construction of a pancreatic cancer tissue microarray for immunohistochemical staining of Stat1 and p21 expression.,9,15,9_15,METHODS:
1087,24658320,24658320_10_15,"Stat1 and p21 proteins were expressed in 88% (88/100) and 82% (82/100) of pancreatic adenocarcinoma tissue specimens, and the expression was inversely associated with tumor differentiation, clinical stages, and lymph node metastasis of pancreatic cancer.",10,15,10_15,RESULTS:
1088,25886146,25886146_23_37,Breast cancer is the most common cause of death from cancer in women in less developed regions.,23,37,23_37,BACKGROUND:
1089,25886146,25886146_25_37,Breast cancer mortality data and estimates for the resident population were obtained from the Brazilian National Health Service database for the 1990-2011 period.,25,37,25_37,METHODS:
1090,25886146,25886146_30_37,Age-standardized mortality rates in Brazil were found to be stable (annual percent change [APC] = 0.3; 95% CI: -0.1 - 0.7) between 1994 and 2011.,30,37,30_37,RESULTS:
1091,25886146,25886146_34_37,Female breast cancer mortality rates are stable in Brazil.,34,37,34_37,CONCLUSIONS:
1092,9575459,9575459_6_18,To evaluate the effect of a breast cancer screening programme by record linkage with the cancer registry.,6,18,6_18,OBJECTIVE:
1093,9575459,9575459_8_18,The data files of the breast cancer screening programme and the Maastricht Cancer Registry were linked in order to evaluate the effect of breast cancer screening.,8,18,8_18,METHODS:
1094,9575459,9575459_10_18,From 1990 until 1995 90 001 women participated in the first round of the breast cancer screening programme and 64 637 in subsequent rounds.,10,18,10_18,RESULTS:
1095,9575459,9575459_15_18,Evaluation of the effect of breast cancer screening in the Netherlands can be performed using routinely available cancer registry data.,15,18,15_18,CONCLUSIONS:
1096,19321669,19321669_6_17,The purpose of this study was to evaluate the diagnostic performance of conventional sonography combined with sonographic elastography for differentiation between benign and malignant breast lesions and to assess the diagnostic performance with two types of interpretation criteria for sonographic elastography.,6,17,6_17,OBJECTIVE:
1097,19321669,19321669_7_17,"For this study, we included 281 lesions from 267 patients that were diagnosed as benign or malignant by sonographically guided biopsy and prospectively analyzed by conventional sonography and sonographic elastography from October to December 2007.",7,17,7_17,METHODS:
1098,19321669,19321669_12_17,"The areas under the ROC curve for conventional sonography and the combination of conventional sonography and sonographic elastography were 0.927 and 0.876, respectively.",12,17,12_17,RESULTS:
1099,19321669,19321669_14_17,The diagnostic performance of radiologists with respect to the characterization of breast masses as benign or malignant was not significantly improved with sonographic elastography.,14,17,14_17,CONCLUSIONS:
1100,27647223,27647223_11_20,Eighteen of the 32 patients enrolled in VICTOR-1 were aged ≥70 years.,11,20,11_20,METHODS:
1101,27647223,27647223_13_20,"All patients had at least 1 comorbidity (4 had 2 comorbidities), and 77.7% were taking concomitant medication.",13,20,13_20,RESULTS:
1102,18158376,18158376_9_25,To examine close relationships and emotional processing as predictors of breast cancer mortality.,9,25,9_25,OBJECTIVE:
1103,18158376,18158376_10_25,Ninety women were enrolled at 14 +/- 5 months after diagnosis of Stage II/III breast cancer.,10,25,10_25,METHODS:
1104,18158376,18158376_13_25,Twenty-one subjects developed recurrent disease and 16 died during an 8-year follow-up.,13,25,13_25,RESULTS:
1105,18158376,18158376_21_25,"Two aspects of close relationships--marital confiding and dependable, nonhousehold supports--were protective against breast cancer progression.",21,25,21_25,CONCLUSIONS:
1106,15141011,15141011_5_17,We investigated the effects of photodynamic therapy (PDT) combined with low-dose chemotherapy on breast cancer cells.,5,17,5_17,OBJECTIVE:
1107,15141011,15141011_7_17,"The dose-response phenomena associated with the two treatments administered individually and together were evaluated with the following tests: trypan blue dye exclusion, 3-(4,5-dimethylthiazol)-2,5-diphenyltetrazolium bromide (MTT) assay, clonogenic survival, thymidine and methionine incorporation, and insulin-dependent and insulin-independent glucose transport.",7,17,7_17,METHODS:
1108,15141011,15141011_8_17,Viability and metabolic data demonstrated mutual reinforcement of therapeutic efficacy.,8,17,8_17,RESULTS:
1109,24080493,24080493_7_19,"To investigate the incidence, associated factors and prognosis of level III node involvement for breast cancer with positive axillary lymph nodes after neoadjuvant chemotherapy.",7,19,7_19,OBJECTIVE:
1110,24080493,24080493_8_19,A consecutive series of 521 node positive T0-2 invasive breast cancer cases were included in this retrospective study.,8,19,8_19,METHODS:
1111,24080493,24080493_11_19,The pathologic complete response rate of axillary nodes was 31.1% (90/289) in NB positive subgroup.,11,19,11_19,RESULTS:
1112,24080493,24080493_15_19,About 9% of node positive T0-2 breast cancer will have residual positive node in level III region after neoadjuvant chemotherapy.,15,19,15_19,CONCLUSIONS:
1113,22088529,22088529_6_16,National Breast and Cervical Cancer Early Detection Program (NBCCEDP) has provided free or low-cost mammograms to low-income or no health insurance women in all of the states of the United States (US) since 1997.,6,16,6_16,BACKGROUND:
1114,22088529,22088529_8_16,Data were from the database of Behavioral Risk Factor Surveillance System (BRFSS) of the CDC in US.,8,16,8_16,METHODS:
1115,22088529,22088529_11_16,"From 2000 to 2008, the rate of mammography utilization among participants had a steady decrease on the whole from 86.7% to 83.8%.",11,16,11_16,RESULTS:
1116,35440374,35440374_12_28,Breast cancer survivors frequently experience anxiety and depression post-treatment.,12,28,12_28,OBJECTIVE:
1117,35440374,35440374_15_28,"Using an observational, cross-sectional design, 351 survivors self-reported patient-provider communication (quality, confidence), cultural values (religiosity, collectivism, future time orientation), anxiety, and depression.",15,28,15_28,METHODS:
1118,35440374,35440374_18_28,A subset of breast cancer survivors reported clinically significant symptoms of anxiety (40%) and depression (20%).,18,28,18_28,RESULTS:
1119,35440374,35440374_22_28,Black breast cancer survivors experience poor psychological functioning.,22,28,22_28,CONCLUSIONS:
1120,36806439,36806439_9_21,"Gynecologic surgery is hypothesized to reduce risk of breast cancer; however, associations may be modified by subsequent hormone use.",9,21,9_21,BACKGROUND:
1121,36806439,36806439_11_21,The Sister Study is a prospective cohort of initially breast cancer-free women aged 35-74 years with a sister who had breast cancer.,11,21,11_21,METHODS:
1122,36806439,36806439_13_21,"History of gynecologic surgery was common, with 13.8% reporting hysterectomy only and 18.1% reporting bilateral oophorectomy with or without hysterectomy.",13,21,13_21,RESULTS:
1123,36806439,36806439_17_21,We observed an inverse association between bilateral oophorectomy and breast cancer risk.,17,21,17_21,CONCLUSIONS:
1124,30079469,30079469_7_23,Traumatic events in childhood have been associated with the occurrence of anxiety and depression in adulthood.,7,23,7_23,BACKGROUND:
1125,30079469,30079469_10_23,The study included 110 patients with head and neck squamous cell carcinoma (HNSCC) before they started cancer treatment.,10,23,10_23,METHODS:
1126,30079469,30079469_14_23,One hundred five patients (95.5%) experienced at least 1 type of childhood trauma.,14,23,14_23,RESULTS:
1127,30079469,30079469_18_23,"Traumatic events in childhood are predictive for advanced clinical staging, alcohol consumption, and emotional symptoms in patients with HNSCC, and they should be considered in clinical and psychological intervention strategies during cancer treatment.",18,23,18_23,CONCLUSIONS:
1128,32568756,32568756_9_22,Our work describes the concept of Breast Aesthetic Scale (BAS) as a score for quick and simple objective assessment of results in cosmetic breast surgery.,9,22,9_22,BACKGROUND:
1129,32568756,32568756_13_22,"A new multiplatform software was developed by us and named Breast Aesthetic Scale Calculator (BAS-Calc), which can be executed on Windows Mac, and Linux.",13,22,13_22,METHODS:
1130,32568756,32568756_16_22,"Concordance among raters was excellent (intraclass correlation coefficient = 0.953; Lin concordance and correlation coefficient = 0.950), as well as intrarater (0.952 and 0.965).",16,22,16_22,RESULTS:
1131,32568756,32568756_18_22,Objective estimation of symmetry after breast surgery can be assessed with BAS-Calc.,18,22,18_22,CONCLUSIONS:
1132,34271546,34271546_10_26,It is necessary to accurately characterize the epidemiology and trends of brain tumor-related epilepsy (BTE) in patients with metastatic brain tumors.,10,26,10_26,OBJECTIVE:
1133,34271546,34271546_12_26,"This retrospective analysis included 601 of 631 consecutive patients with metastatic brain tumors who received treatment, including surgery, radiotherapy, and/or other treatments.",12,26,12_26,METHODS:
1134,34271546,34271546_15_26,BTE was reported in 148 (24.6%) of 601 patients during the entire course.,15,26,15_26,RESULTS:
1135,29424903,29424903_7_19,MicroRNAs (miRNAs) have been reported to play important roles in the progression of breast cancer (BC).,7,19,7_19,OBJECTIVE:
1136,29424903,29424903_9_19,levels of miR-597 were measured using quantitative Real-time polymerase chain reaction (qRT-PCR) analysis.,9,19,9_19,METHODS:
1137,29424903,29424903_13_19,Our data indicated that miR-597 was lowly expressed in BC compared with adjacent non-malignant tissues (p<0.001).,13,19,13_19,RESULTS:
1138,26541979,26541979_30_39,"Despite the discovery of breast and ovarian cancer predisposition genes BRCA1 and BRCA2 more than two decades ago, almost all the available data relate to women of European ancestry, with only a handful of studies in Asian populations.",30,39,30_39,OBJECTIVE:
1139,26541979,26541979_32_39,"From October 2008 to February 2015, we established a hospital-based cohort of ovarian cancer patients and the germline status of all 218 women with invasive epithelial ovarian cancer was tested using targeted amplification and sequencing of the intron-exon junctions and exonic sequences of BRCA1, BRCA2, PALB2 and TP53.",32,39,32_39,METHODS:
1140,26541979,26541979_33_39,"BRCA1 and BRCA2 mutations were found in 8% (17 cases) and 3% (7 cases) of the ovarian cancer patients, respectively.",33,39,33_39,RESULTS:
1141,31198411,31198411_11_23,"No topical agent tested for acute radiation dermatitis (ARD) has proven to be better than any other, all achieving similar objective outcomes.",11,23,11_23,BACKGROUND:
1142,31198411,31198411_14_23,cancer patients referred for postoperative radiotherapy after conservative surgery were enrolled.,14,23,14_23,METHODS:
1143,31198411,31198411_17_23,The creams tested differed in their cosmetic properties significantly (p = 0.044).,17,23,17_23,RESULTS:
1144,31198411,31198411_19_23,Topical agents for preventive ARD are reported by patients to show different cosmetic properties.,19,23,19_23,CONCLUSIONS:
1145,35156643,35156643_13_32,The objective of the study was to see the impact of screening program on Breast cancer stage in Oman.,13,32,13_32,OBJECTIVE:
1146,35156643,35156643_15_32,"a retrospective analysis, where breast cancer patient's data was retrieved from Oman national cancer Registry ministry of health Sultanate of Oman, for two pre-specified time periods 2006-2010 before the introduction of cancer screening programs and 2015-2017.",15,32,15_32,METHODS:
1147,35156643,35156643_19_32,"There was a 41% reduction in stage IV breast cancer from 23.01% to 13.58 %, and 86.15% increase in stage 0-1 from 6.86 % to 16.98%.",19,32,19_32,RESULTS:
1148,35156643,35156643_26_32,of national screening programme in Oman resulted in a continued increase in localized cancers and a decline in advanced disease.,26,32,26_32,CONCLUSIONS:
1149,33475558,33475558_7_19,"To assess knowledge and perception about different aspects of Breast Cancer among health care professionals at Bolan Medical Complex Hospital Quetta, Pakistan.",7,19,7_19,OBJECTIVE:
1150,33475558,33475558_8_19,This cross-sectional study was carried out at Bolan Medical Complex Hospital Quetta from October to December 2017.,8,19,8_19,METHODS:
1151,33475558,33475558_11_19,"Participants had satisfactory knowledge about risk factors and signs of breast cancer but poor knowledge about association of breast cancer with menarche status, oral contraceptive pills and smoking.",11,19,11_19,RESULTS:
1152,33475558,33475558_15_19,The current study demonstrated that knowledge related to breast cancer was average and highlighted the need for provision of continuing medical education programmes to improve health practitioners' practice on cancer screening tools.,15,19,15_19,CONCLUSIONS:
1153,35294969,35294969_13_33,"Although older adults commonly take multivitamin-multimineral (MVM) supplements to promote health, evidence on the use of daily MVMs on invasive cancer is limited.",13,33,13_33,BACKGROUND:
1154,35294969,35294969_15_33,"We performed a randomized, double-blind, placebo-controlled, 2-by-2 factorial trial of a daily MVM and cocoa extract for prevention of cancer and cardiovascular disease (CVD) among 21,442 US adults (12,666 women aged ≥65 y and 8776 men aged ≥60 y) free of major CVD and recently diagnosed cancer.",15,33,15_33,METHODS:
1155,35294969,35294969_21_33,"During a median follow-up of 3.6 y, invasive cancer occurred in 518 participants in the MVM group and 535 participants in the placebo group (HR: 0.97; 95% CI: 0.86, 1.09; P = 0.57).",21,33,21_33,RESULTS:
1156,35294969,35294969_27_33,"A daily MVM supplement, compared with placebo, did not significantly reduce the incidence of total cancer among older men and women.",27,33,27_33,CONCLUSIONS:
1157,27322188,27322188_6_18,To explore the role of pancreatic ductal adenocarcinoma (PDAC) size on surgical and survival outcomes.,6,18,6_18,OBJECTIVE:
1158,27322188,27322188_7_18,"Tumor size is a prognostic factor for the majority of solid cancers, but the role for PDAC in predicting survival is not well delineated affecting the reliability of tumor node metastasis system classification.",7,18,7_18,BACKGROUND:
1159,27322188,27322188_8_18,"Between 1998 and 2012, 1507 patients with PDAC underwent resection at University of Verona Hospital and the Massachusetts General Hospital.",8,18,8_18,METHODS:
1160,27322188,27322188_11_18,"Among the tumors measured, 21.5% were <20 mm and 78.5% >20 mm.",11,18,11_18,RESULTS:
1161,27322188,27322188_15_18,"size was underestimated (median 23 vs 30 mm; P < 0.01) and did not influence prognosis CONCLUSIONS:: PDAC size >20 mm, measured at gross pathology, correlates with surgical outcomes and is an independent predictor of poor prognosis.",15,18,15_18,RESULTS:
1162,31486497,31486497_7_18,"The heterogeneity of breast cancer leads to its complexity and diversity in the process of evolution, which brings great difficulties to the stratification and individualized treatment of breast cancer patients.",7,18,7_18,OBJECTIVE:
1163,31486497,31486497_9_18,of FGF14-AS2 and miR-205-5p in breast cancer tissues and cells were detected by quantitative Real Time-Polymerase Chain Reaction (qRT-PCR).,9,18,9_18,METHODS:
1164,31486497,31486497_12_18,FGF14-AS2 was down-regulated while miR-205-5p was up-regulated in breast cancer tissues and cells and correlated with tumor stage and size.,12,18,12_18,RESULTS:
1165,31486497,31486497_15_18,"FGF14-AS2 directly bind to miR-205-5p to repress proliferation, migration, invasion, and induce apoptosis in breast cancer.",15,18,15_18,CONCLUSIONS:
1166,18639229,18639229_8_15,The objective of this study was to investigate whether the preoperative platelet-lymphocyte (P/L) ratio represents a significant prognostic index in resected pancreatic ductal adenocarcinoma.,8,15,8_15,BACKGROUND:
1167,18639229,18639229_9_15,A total of 110 patients undergoing pancreatoduodenectomy for pancreatic ductal adenocarcinoma over a 10-year period were identified from a prospectively maintained database.,9,15,9_15,METHODS:
1168,18639229,18639229_10_15,The preoperative P/L ratio was found to be a more significant prognostic marker (P < .001) than either the lymphocyte count (P = .007) or platelet count (P = .068) on univariate Cox survival analysis.,10,15,10_15,RESULTS:
1169,20818649,20818649_7_20,Accurate intraoperative pathologic examination of sentinel lymph nodes (SLNs) has been an important tool that can reduce the need for reoperations in patients with SLN-positive breast cancer.,7,20,7_20,BACKGROUND:
1170,20818649,20818649_9_20,The authors retrospectively reviewed the records of 326 patients with breast cancer who underwent IF analysis of SLNs at a single institution.,9,20,9_20,METHODS:
1171,20818649,20818649_11_20,"Hematoxylin and eosin (H&E) staining revealed metastasis in SLNs in 99 patients (30.4%), including 61 patients with macrometastasis (MAM) (>2 mm) (the MAM group) and 38 patients with micrometastasis (Mi) or isolated tumor cell (ITC) deposits (the Mi/ITC group).",11,20,11_20,RESULTS:
1172,20818649,20818649_16_20,IFS of SLNs was more reliable for detecting MAM than for detecting Mi/ITC deposits.,16,20,16_20,CONCLUSIONS:
1173,28951274,28951274_13_36,metastases are common.,13,36,13_36,OBJECTIVE:
1174,28951274,28951274_18_36,The retrospective study included 25 patients with a spinal metastasis of unknown primary who presented to our clinic with acute-onset vertebral fracture or neurologic deficit.,18,36,18_36,METHODS:
1175,28951274,28951274_21_36,"The 25 patients included 17 men (68%) and 8 women (32%), with a mean age of 55 years (range, 14-81 years).",21,36,21_36,RESULTS:
1176,28951274,28951274_32_36,"Considering that 10% of patients with cancer are diagnosed by vertebral metastasis, presence of malignancy should be suspected and a detailed examination should be performed in patients presenting with vertebral fractures caused by no or minor trauma.",32,36,32_36,CONCLUSIONS:
1177,33323925,33323925_19_38,The European Commission Initiative on Breast Cancer (ECIBC) has developed new recommendations on breast cancer screening and diagnosis.,19,38,19_38,OBJECTIVE:
1178,33323925,33323925_21_38,"The new European Guidelines on Screening and Diagnosis of Breast Cancer have been prepared by a multidisciplinary panel of experts and patients (Guidelines Development Group, GDG).",21,38,21_38,METHODS:
1179,33323925,33323925_25_38,"As a result of the systematic reviews carried out, the GDG published on the ECIBC website a list of recommendations as part of the guidelines for the screening and diagnosis of breast cancer, which were translated into Spanish in this work.",25,38,25_38,RESULTS:
1180,33323925,33323925_26_38,The adaptation to Spanish of the new recommendations helps their implementation and the creation of a uniform PCCM throughout the Spanish territory.,26,38,26_38,CONCLUSIONS:
1181,31572761,31572761_6_18,This study was carried out to investigate the effect of an education program based on the health belief model (HBM) on nursing students' health beliefs and on their practices of breast self-examination (BSE).,6,18,6_18,OBJECTIVE:
1182,31572761,31572761_7_18,"This research was a semi-experimental intervention study with a single group, pretest and posttest design.",7,18,7_18,METHODS:
1183,31572761,31572761_12_18,Implementing the educational program was found to be statistically insignificant for the HBM.,12,18,12_18,RESULTS:
1184,31572761,31572761_15_18,"The education provided to the students increased their HBM scores, knowledge about breast cancer, and BSE skills.",15,18,15_18,CONCLUSIONS:
1185,31042319,31042319_15_28,"Breast cancer therapies are associated with a risk of cardiac dysfunction, most commonly defined by changes in left ventricular ejection fraction (LVEF).",15,28,15_28,BACKGROUND:
1186,31042319,31042319_18_28,Transthoracic echocardiography and biomarker assessments were performed and questionnaires were administered at standardized intervals in a longitudinal cohort of 314 patients with breast cancer who were treated with anthracyclines and/or trastuzumab.,18,28,18_28,METHODS:
1187,31042319,31042319_21_28,"Among the 3 distinct subgroups of LVEF changes identified (stable [class 1]; modest, persistent decline [class 2]; and significant early decline followed by partial recovery [class 3]), higher baseline LVEF, radiotherapy, and sequential therapy with anthracyclines and/or trastuzumab were associated with class 2 or 3 membership.",21,28,21_28,RESULTS:
1188,31042319,31042319_24_28,"Patients with modest, persistent LVEF declines experienced sustained abnormalities in imaging and biochemical markers of cardiac function and heart failure symptoms.",24,28,24_28,CONCLUSIONS:
1189,18189306,18189306_6_18,"Among women with breast cancer (BC), greater BC knowledge has been associated with greater participation in treatment decision-making, patient satisfaction, and survival.",6,18,6_18,BACKGROUND:
1190,18189306,18189306_8_18,Data were collected from a telephone survey of medically underserved women with BC in California (n = 909).,8,18,8_18,METHODS:
1191,18189306,18189306_12_18,"The average knowledge score was 6.9 (standard deviation, 2.3; range, 0-10).",12,18,12_18,RESULTS:
1192,18189306,18189306_15_18,The study findings suggested significant associations of patient self-efficacy and physician emotional support with BC knowledge; physician emotional support appeared to be more important than physician informational support.,15,18,15_18,CONCLUSIONS:
1193,32272281,32272281_19_39,"Primary treatments for early-stage breast cancer can cause adverse effects, such as pain, fatigue, and sleep disturbance, that can markedly affect the patients' health-related quality of life.",19,39,19_39,BACKGROUND:
1194,32272281,32272281_20_39,This study aimed to evaluate the benefits of a WeChat-based multimodal nursing program on early rehabilitation in postoperative women with breast cancer.,20,39,20_39,OBJECTIVE:
1195,32272281,32272281_26_39,We recruited patients with breast cancer and randomly allocated them to the intervention (n = 56) and control (n = 55) groups.,26,39,26_39,METHODS:
1196,32272281,32272281_29_39,"The intervention group had significantly improved total FACT-Bv4.0 scores owing to the effects of group (F = 16.28, P < 0.001), time (F = 28.82, P < 0.001), and group-time interaction (F = 5.35, P = 0.001).",29,39,29_39,RESULTS:
1197,32272281,32272281_34_39,We found a significant improvement in the health-related quality of life of postoperative women with breast cancer who used the WeChat-based multimodal nursing program during early rehabilitation.,34,39,34_39,CONCLUSIONS:
1198,33247693,33247693_7_18,Breast cancer is one of the most important public health problems among women worldwide.,7,18,7_18,OBJECTIVE:
